ndc11,brand_name,strength,route,labeler_name
80425005703,Tramadol HCL,TRAMADOL HYDROCHLORIDE 50 mg/1,ORAL,"Advanced Rx of Tennessee, LLC"
80425005704,Tramadol HCL,TRAMADOL HYDROCHLORIDE 50 mg/1,ORAL,"Advanced Rx of Tennessee, LLC"
80425005705,Tramadol HCL,TRAMADOL HYDROCHLORIDE 50 mg/1,ORAL,"Advanced Rx of Tennessee, LLC"
80425010801,Tramadol HCL ER,TRAMADOL HYDROCHLORIDE 100 mg/1,ORAL,"Advanced Rx Pharmacy of Tennessee, LLC"
80425010802,Tramadol HCL ER,TRAMADOL HYDROCHLORIDE 100 mg/1,ORAL,"Advanced Rx Pharmacy of Tennessee, LLC"
80425010803,Tramadol HCL ER,TRAMADOL HYDROCHLORIDE 100 mg/1,ORAL,"Advanced Rx Pharmacy of Tennessee, LLC"
81140010210,RoxyBond,OXYCODONE HYDROCHLORIDE 15 mg/1,ORAL,Protega Pharmaceuticals Inc
00641605325,MEPERIDINE HYDROCHLORIDE,MEPERIDINE HYDROCHLORIDE 50 mg/mL,"INTRAMUSCULAR, INTRAVENOUS, SUBCUTANEOUS",Hikma Pharmaceuticals USA Inc.
00641616910,Hydromorphone Hydrochloride,HYDROMORPHONE HYDROCHLORIDE 1 mg/mL,"INTRAMUSCULAR, INTRAVENOUS, SUBCUTANEOUS",Hikma Pharmaceuticals USA Inc.
00641617010,Hydromorphone Hydrochloride,HYDROMORPHONE HYDROCHLORIDE 2 mg/mL,"INTRAMUSCULAR, INTRAVENOUS, SUBCUTANEOUS",Hikma Pharmaceuticals USA Inc.
00641620610,Hydromorphone Hydrochloride,HYDROMORPHONE HYDROCHLORIDE .5 mg/.5mL,"INTRAMUSCULAR, INTRAVENOUS, SUBCUTANEOUS",Hikma Pharmaceuticals USA Inc.
00641625401,Hydromorphone Hydrochloride,HYDROMORPHONE HYDROCHLORIDE 2 mg/mL,"INTRAMUSCULAR, INTRAVENOUS, SUBCUTANEOUS",Hikma Pharmaceuticals USA Inc.
00406133305,,FENTANYL CITRATE 1 kg/kg,,SpecGx LLC
00406133340,,FENTANYL CITRATE 1 kg/kg,,SpecGx LLC
00406133341,,FENTANYL CITRATE 1 kg/kg,,SpecGx LLC
00406154805,,CODEINE PHOSPHATE 1 kg/kg,,SpecGx LLC
00406154806,,CODEINE PHOSPHATE 1 kg/kg,,SpecGx LLC
00406154825,,CODEINE PHOSPHATE 1 kg/kg,,SpecGx LLC
00406154832,,CODEINE PHOSPHATE 1 kg/kg,,SpecGx LLC
00406154835,,CODEINE PHOSPHATE 1 kg/kg,,SpecGx LLC
00406154840,,CODEINE PHOSPHATE 1 kg/kg,,SpecGx LLC
00406154841,,CODEINE PHOSPHATE 1 kg/kg,,SpecGx LLC
00406154842,,CODEINE PHOSPHATE 1 kg/kg,,SpecGx LLC
00406154899,,CODEINE PHOSPHATE 1 kg/kg,,SpecGx LLC
00406158006,,CODEINE SULFATE 95 kg/95kg,,SpecGx LLC
00406158041,,CODEINE SULFATE 95 kg/95kg,,SpecGx LLC
00406158042,,CODEINE SULFATE 95 kg/95kg,,SpecGx LLC
00406158506,,MEPERIDINE HYDROCHLORIDE 1 kg/kg,,SpecGx LLC
00406158540,,MEPERIDINE HYDROCHLORIDE 1 kg/kg,,SpecGx LLC
00406158541,,MEPERIDINE HYDROCHLORIDE 1 kg/kg,,SpecGx LLC
00406158542,,MEPERIDINE HYDROCHLORIDE 1 kg/kg,,SpecGx LLC
00406158555,,MEPERIDINE HYDROCHLORIDE 1 kg/kg,,SpecGx LLC
00406853440,,METHADONE HYDROCHLORIDE 1 kg/kg,,SpecGx LLC
00406853441,,METHADONE HYDROCHLORIDE 1 kg/kg,,SpecGx LLC
00406853442,,METHADONE HYDROCHLORIDE 1 kg/kg,,SpecGx LLC
00406887306,,OXYCODONE HYDROCHLORIDE 1 kg/kg,,SpecGx LLC
00406887340,,OXYCODONE HYDROCHLORIDE 1 kg/kg,,SpecGx LLC
00406887341,,OXYCODONE HYDROCHLORIDE 1 kg/kg,,SpecGx LLC
00406887342,,OXYCODONE HYDROCHLORIDE 1 kg/kg,,SpecGx LLC
00406887353,,OXYCODONE HYDROCHLORIDE 1 kg/kg,,SpecGx LLC
00406887357,,OXYCODONE HYDROCHLORIDE 1 kg/kg,,SpecGx LLC
00406887399,,OXYCODONE HYDROCHLORIDE 1 kg/kg,,SpecGx LLC
00792035900,,METHADONE HYDROCHLORIDE 1 kg/kg,,"Siegfried USA, LLC"
00792054300,,HYDROCODONE BITARTRATE 1 kg/kg,,"Siegfried USA, LLC"
12714091599,,TIOTROPIUM BROMIDE 5 kg/5kg,,Boehringer Ingelheim Pharma GmbH and Co. KG
38779072503,,OXYCODONE HYDROCHLORIDE 1 g/g,,Medisca Inc.
38779072504,,OXYCODONE HYDROCHLORIDE 1 g/g,,Medisca Inc.
38779072505,,OXYCODONE HYDROCHLORIDE 1 g/g,,Medisca Inc.
38779072508,,OXYCODONE HYDROCHLORIDE 1 g/g,,Medisca Inc.
38779072509,,OXYCODONE HYDROCHLORIDE 1 g/g,,Medisca Inc.
38779325500,,BUPRENORPHINE 1 g/g,,Medisca Inc
38779325503,,BUPRENORPHINE 1 g/g,,Medisca Inc
38779325505,,BUPRENORPHINE 1 g/g,,Medisca Inc
38779325506,,BUPRENORPHINE 1 g/g,,Medisca Inc
00904696661,Oxycodone Hydrochloride,OXYCODONE HYDROCHLORIDE 5 mg/1,ORAL,Major Pharmaceuticals
47848000700,,BUPRENORPHINE HYDROCHLORIDE 100 kg/100kg,,Teva Czech Industries s.r.o
49812000101,,FENTANYL CITRATE 1 kg/kg,,"Veranova, L.P."
49812000401,,FENTANYL 1 kg/kg,,"Veranova, L.P."
51634103901,,BUPRENORPHINE 1 kg/kg,,"Noramco, LLC"
51927004200,,FENTANYL CITRATE 1 kg/kg,,Professional Compounding Centers of America dba PCCA
51927033100,,HYDROCODONE BITARTRATE 1 kg/kg,,Professional Compounding Centers of America
51927033400,,MORPHINE SULFATE 1 kg/kg,,Professional Compounding Centers of America
51927230300,,APOMORPHINE HYDROCHLORIDE 1 g/g,,Professional Compounding Centers of America dba PCCA
52465010603,,NALBUPHINE HYDROCHLORIDE 1 kg/kg,,FRANCOPIA
57587029401,,"BUPRENORPHINE HYDROCHLORIDE 2 mg/1, NALOXONE HYDROCHLORIDE .5 mg/1",,Ethypharm
58159006101,,LEVORPHANOL TARTRATE 35 kg/35kg,,NURAY CHEMICALS PRIVATE LIMITED
58159006102,,LEVORPHANOL TARTRATE 35 kg/35kg,,NURAY CHEMICALS PRIVATE LIMITED
58159006103,,LEVORPHANOL TARTRATE 35 kg/35kg,,NURAY CHEMICALS PRIVATE LIMITED
58159006104,,LEVORPHANOL TARTRATE 35 kg/35kg,,NURAY CHEMICALS PRIVATE LIMITED
58159006105,,LEVORPHANOL TARTRATE 35 kg/35kg,,NURAY CHEMICALS PRIVATE LIMITED
59116264301,,FENTANYL 1 kg/kg,,"Cambrex Charles City, Inc"
61960906401,,BUPRENORPHINE HYDROCHLORIDE 1 kg/kg,,"Chattem Chemicals, Inc."
62991140501,,FENTANYL CITRATE 1 g/g,,"LETCO MEDICAL, LLC"
62991140502,,FENTANYL CITRATE 1 g/g,,"LETCO MEDICAL, LLC"
62991140503,,FENTANYL CITRATE 1 g/g,,"LETCO MEDICAL, LLC"
62991140504,,FENTANYL CITRATE 1 g/g,,"LETCO MEDICAL, LLC"
62991140507,,FENTANYL CITRATE 1 g/g,,"LETCO MEDICAL, LLC"
62991158301,,BUPRENORPHINE HYDROCHLORIDE 1 g/g,,"LETCO MEDICAL, LLC"
62991158302,,BUPRENORPHINE HYDROCHLORIDE 1 g/g,,"LETCO MEDICAL, LLC"
62991158303,,BUPRENORPHINE HYDROCHLORIDE 1 g/g,,"LETCO MEDICAL, LLC"
62991158306,,BUPRENORPHINE HYDROCHLORIDE 1 g/g,,"LETCO MEDICAL, LLC"
62991158307,,BUPRENORPHINE HYDROCHLORIDE 1 g/g,,"LETCO MEDICAL, LLC"
62991158308,,BUPRENORPHINE HYDROCHLORIDE 1 g/g,,"LETCO MEDICAL, LLC"
63552009300,,OXYMORPHONE HYDROCHLORIDE 15 mg/1,,Patheon Manufacturing Services LLC
63552009400,,OXYMORPHONE HYDROCHLORIDE 20 mg/1,,Patheon Manufacturing Services LLC
63804001900,,TAPENTADOL HYDROCHLORIDE 1 kg/kg,,Pisgah Laboratories Inc
10702000801,OXYCODONE HYDROCHLORIDE,OXYCODONE HYDROCHLORIDE 15 mg/1,ORAL,"KVK-TECH,INC"
10702000850,OXYCODONE HYDROCHLORIDE,OXYCODONE HYDROCHLORIDE 15 mg/1,ORAL,"KVK-TECH,INC"
10702019001,Hydrocodone Bitartrate and Acetaminophen,"ACETAMINOPHEN 325 mg/1, HYDROCODONE BITARTRATE 7.5 mg/1",ORAL,"KVK-Tech, Inc."
10702019003,Hydrocodone Bitartrate and Acetaminophen,"ACETAMINOPHEN 325 mg/1, HYDROCODONE BITARTRATE 7.5 mg/1",ORAL,"KVK-Tech, Inc."
10702019010,Hydrocodone Bitartrate and Acetaminophen,"ACETAMINOPHEN 325 mg/1, HYDROCODONE BITARTRATE 7.5 mg/1",ORAL,"KVK-Tech, Inc."
10702019050,Hydrocodone Bitartrate and Acetaminophen,"ACETAMINOPHEN 325 mg/1, HYDROCODONE BITARTRATE 7.5 mg/1",ORAL,"KVK-Tech, Inc."
10702019301,Hydrocodone Bitartrate and Acetaminophen,"ACETAMINOPHEN 300 mg/1, HYDROCODONE BITARTRATE 7.5 mg/1",ORAL,"KVK-Tech, Inc."
10702019303,Hydrocodone Bitartrate and Acetaminophen,"ACETAMINOPHEN 300 mg/1, HYDROCODONE BITARTRATE 7.5 mg/1",ORAL,"KVK-Tech, Inc."
10702019310,Hydrocodone Bitartrate and Acetaminophen,"ACETAMINOPHEN 300 mg/1, HYDROCODONE BITARTRATE 7.5 mg/1",ORAL,"KVK-Tech, Inc."
10702019350,Hydrocodone Bitartrate and Acetaminophen,"ACETAMINOPHEN 300 mg/1, HYDROCODONE BITARTRATE 7.5 mg/1",ORAL,"KVK-Tech, Inc."
71795220001,,BUPRENORPHINE 1 kg/kg,,Indivior UK Limited
82393011503,,BUPRENORPHINE HYDROCHLORIDE 1 kg/kg,,"Pharma Source Direct, Inc."
82393011504,,BUPRENORPHINE HYDROCHLORIDE 1 kg/kg,,"Pharma Source Direct, Inc."
82393011505,,BUPRENORPHINE HYDROCHLORIDE 1 kg/kg,,"Pharma Source Direct, Inc."
82393011506,,BUPRENORPHINE HYDROCHLORIDE 1 kg/kg,,"Pharma Source Direct, Inc."
82393011507,,BUPRENORPHINE HYDROCHLORIDE 1 kg/kg,,"Pharma Source Direct, Inc."
82393011508,,BUPRENORPHINE HYDROCHLORIDE 1 kg/kg,,"Pharma Source Direct, Inc."
82393011510,,BUPRENORPHINE HYDROCHLORIDE 1 kg/kg,,"Pharma Source Direct, Inc."
82393011511,,BUPRENORPHINE HYDROCHLORIDE 1 kg/kg,,"Pharma Source Direct, Inc."
82393012004,,MORPHINE SULFATE 1 kg/kg,,"Pharma Source Direct, Inc."
82393012005,,MORPHINE SULFATE 1 kg/kg,,"Pharma Source Direct, Inc."
82393012007,,MORPHINE SULFATE 1 kg/kg,,"Pharma Source Direct, Inc."
82393012008,,MORPHINE SULFATE 1 kg/kg,,"Pharma Source Direct, Inc."
82393012009,,MORPHINE SULFATE 1 kg/kg,,"Pharma Source Direct, Inc."
82393012010,,MORPHINE SULFATE 1 kg/kg,,"Pharma Source Direct, Inc."
84783000201,,NOROXYMORPHONE 1 kg/kg,,Pharmaron Manufacturing Services (US) LLC
12496010001,SUBLOCADE,BUPRENORPHINE 100 mg/1,SUBCUTANEOUS,Indivior Inc.
13107005601,Oxycodone Hydrochloride,OXYCODONE HYDROCHLORIDE 15 mg/1,ORAL,"Aurolife Pharma, LLC"
13107005630,Oxycodone Hydrochloride,OXYCODONE HYDROCHLORIDE 15 mg/1,ORAL,"Aurolife Pharma, LLC"
13107005699,Oxycodone Hydrochloride,OXYCODONE HYDROCHLORIDE 15 mg/1,ORAL,"Aurolife Pharma, LLC"
13107010401,Oxymorphone Hydrochloride,OXYMORPHONE HYDROCHLORIDE 10 mg/1,ORAL,"Aurolife Pharma, LLC"
13107010430,Oxymorphone Hydrochloride,OXYMORPHONE HYDROCHLORIDE 10 mg/1,ORAL,"Aurolife Pharma, LLC"
13107010499,Oxymorphone Hydrochloride,OXYMORPHONE HYDROCHLORIDE 10 mg/1,ORAL,"Aurolife Pharma, LLC"
17089040618,GUNA-REFLUX,"ACTIVATED CHARCOAL 12 [hp_X]/30mL, AETHUSA CYNAPIUM 4 [hp_X]/30mL, APOMORPHINE HYDROCHLORIDE 6 [hp_X]/30mL, BRYONIA ALBA ROOT 30 [hp_X]/30mL, COLCHICUM AUTUMNALE BULB 6 [hp_X]/30mL, IPECAC 4 [hp_X]/30mL, LYCOPODIUM CLAVATUM SPORE 5 [hp_X]/30mL, STRYCHNOS IGNATII SEED 6 [hp_X]/30mL, STRYCHNOS NUX-VOMICA SEED 4 [hp_X]/30mL, SUS SCROFA ESOPHAGUS 10 [hp_X]/30mL, SUS SCROFA STOMACH 10 [hp_X]/30mL, WATERMELON 30 [hp_X]/30mL",ORAL,Guna spa
00093323940,Buprenorphine,BUPRENORPHINE 7.5 ug/h,TRANSDERMAL,"Teva Pharmaceuticals USA, Inc."
00093786665,Fentanyl Citrate,FENTANYL CITRATE 400 ug/1,"ORAL, TRANSMUCOSAL","Teva Pharmaceuticals USA, Inc."
24208039915,Ipratropium Bromide,IPRATROPIUM BROMIDE 42 ug/1,NASAL,Bausch & Lomb Incorporated
24510007501,Nucynta,TAPENTADOL HYDROCHLORIDE 75 mg/1,ORAL,"Collegium Pharmaceutical, Inc."
24510007510,Nucynta,TAPENTADOL HYDROCHLORIDE 75 mg/1,ORAL,"Collegium Pharmaceutical, Inc."
24510013010,XTAMPZA ER,OXYCODONE 27 mg/1,ORAL,"Collegium Pharmaceutical, Inc."
24510013020,XTAMPZA ER,OXYCODONE 27 mg/1,ORAL,"Collegium Pharmaceutical, Inc."
27505000405,APOKYN,APOMORPHINE HYDROCHLORIDE 30 mg/3mL,SUBCUTANEOUS,"MDD US Operations, LLC"
31722012101,hydromorphone hydrochloride,HYDROMORPHONE HYDROCHLORIDE 16 mg/1,ORAL,"Camber Pharmaceuticals, Inc."
00115127901,Morphine Sulfate,MORPHINE SULFATE 50 mg/1,ORAL,Amneal Pharmaceuticals of New York LLC
00115127903,Morphine Sulfate,MORPHINE SULFATE 50 mg/1,ORAL,Amneal Pharmaceuticals of New York LLC
00115127908,Morphine Sulfate,MORPHINE SULFATE 50 mg/1,ORAL,Amneal Pharmaceuticals of New York LLC
31722095001,OXYCODONE AND ACETAMINOPHEN,"ACETAMINOPHEN 325 mg/1, OXYCODONE HYDROCHLORIDE 7.5 mg/1",ORAL,"Camber Pharmaceuticals, Inc."
31722095005,OXYCODONE AND ACETAMINOPHEN,"ACETAMINOPHEN 325 mg/1, OXYCODONE HYDROCHLORIDE 7.5 mg/1",ORAL,"Camber Pharmaceuticals, Inc."
31722095101,OXYCODONE AND ACETAMINOPHEN,"ACETAMINOPHEN 325 mg/1, OXYCODONE HYDROCHLORIDE 10 mg/1",ORAL,"Camber Pharmaceuticals, Inc."
31722095105,OXYCODONE AND ACETAMINOPHEN,"ACETAMINOPHEN 325 mg/1, OXYCODONE HYDROCHLORIDE 10 mg/1",ORAL,"Camber Pharmaceuticals, Inc."
03215770305,FENTANYL,FENTANYL 37.5 ug/h,TRANSDERMAL,Aveva Drug Delivery Systems Inc.
00121090494,Morphine Sulfate,MORPHINE SULFATE 10 mg/5mL,ORAL,"PAI Holdings, LLC dba PAI Pharma"
37662109401,Europium Metallicum,EUROPIUM 30 [hp_C]/1,ORAL,"Hahnemann Laboratories, INC."
37662109402,Europium Metallicum,EUROPIUM 30 [hp_C]/1,ORAL,"Hahnemann Laboratories, INC."
37662109403,Europium Metallicum,EUROPIUM 30 [hp_C]/1,ORAL,"Hahnemann Laboratories, INC."
37662109404,Europium Metallicum,EUROPIUM 30 [hp_C]/1,ORAL,"Hahnemann Laboratories, INC."
37662109901,Europium Metallicum,EUROPIUM 1 [hp_Q]/1,ORAL,"Hahnemann Laboratories, INC."
00121477240,Hydrocodone Bitartrate and Acetaminophen,"ACETAMINOPHEN 108 mg/5mL, HYDROCODONE BITARTRATE 2.5 mg/5mL",ORAL,"PAI Holdings, LLC dba PAI Pharma"
42023017905,Buprenorphine Hydrochloride,BUPRENORPHINE HYDROCHLORIDE .324 mg/mL,"INTRAMUSCULAR, INTRAVENOUS","Endo USA, Inc."
00143986710,Butorphanol Tartrate,BUTORPHANOL TARTRATE 2 mg/mL,"INTRAMUSCULAR, INTRAVENOUS",Hikma Pharmaceuticals USA Inc.
42806000701,Oxycodone Hydrochloride,OXYCODONE HYDROCHLORIDE 15 mg/1,ORAL,"Epic Pharma, LLC"
42858000101,Oxycodone Hydrochloride,OXYCODONE HYDROCHLORIDE 5 mg/1,ORAL,Rhodes Pharmaceuticals L.P.
42858000110,Oxycodone Hydrochloride,OXYCODONE HYDROCHLORIDE 5 mg/1,ORAL,Rhodes Pharmaceuticals L.P.
42858000201,Oxycodone Hydrochloride,OXYCODONE HYDROCHLORIDE 10 mg/1,ORAL,Rhodes Pharmaceuticals L.P.
42858000210,Oxycodone Hydrochloride,OXYCODONE HYDROCHLORIDE 10 mg/1,ORAL,Rhodes Pharmaceuticals L.P.
42858000301,Oxycodone Hydrochloride,OXYCODONE HYDROCHLORIDE 15 mg/1,ORAL,Rhodes Pharmaceuticals L.P.
42858010301,Oxycodone and Acetaminophen,"ACETAMINOPHEN 325 mg/1, OXYCODONE HYDROCHLORIDE 7.5 mg/1",ORAL,Rhodes Pharmaceuticals L.P.
42858010310,Oxycodone and Acetaminophen,"ACETAMINOPHEN 325 mg/1, OXYCODONE HYDROCHLORIDE 7.5 mg/1",ORAL,Rhodes Pharmaceuticals L.P.
42858010350,Oxycodone and Acetaminophen,"ACETAMINOPHEN 325 mg/1, OXYCODONE HYDROCHLORIDE 7.5 mg/1",ORAL,Rhodes Pharmaceuticals L.P.
42858058640,Buprenorphine,BUPRENORPHINE 15 ug/h,TRANSDERMAL,Rhodes Pharmaceuticals L.P.
42858080401,Morphine Sulfate Extended Release,MORPHINE SULFATE 100 mg/1,ORAL,Rhodes Pharmaceuticals L. P.
43386035701,Hydrocodone Bitartrate and Acetaminophen,"ACETAMINOPHEN 325 mg/1, HYDROCODONE BITARTRATE 7.5 mg/1",ORAL,"Lupin Pharmaceuticals,Inc."
43386035705,Hydrocodone Bitartrate and Acetaminophen,"ACETAMINOPHEN 325 mg/1, HYDROCODONE BITARTRATE 7.5 mg/1",ORAL,"Lupin Pharmaceuticals,Inc."
43386035710,Hydrocodone Bitartrate and Acetaminophen,"ACETAMINOPHEN 325 mg/1, HYDROCODONE BITARTRATE 7.5 mg/1",ORAL,"Lupin Pharmaceuticals,Inc."
43602000205,HYDROMORPHONE HYDROCHLORIDE,HYDROMORPHONE HYDROCHLORIDE 2 mg/1,ORAL,Ascent Pharmaceuticals Inc
43602000230,HYDROMORPHONE HYDROCHLORIDE,HYDROMORPHONE HYDROCHLORIDE 2 mg/1,ORAL,Ascent Pharmaceuticals Inc
43602026805,hydromorphone hydrochloride,HYDROMORPHONE HYDROCHLORIDE 16 mg/1,ORAL,"Ascent Pharmaceuticals, Inc."
43602026830,hydromorphone hydrochloride,HYDROMORPHONE HYDROCHLORIDE 16 mg/1,ORAL,"Ascent Pharmaceuticals, Inc."
44911026301,Trace Mineral Cord,"ACTIVATED CHARCOAL 4 [hp_X]/mL, ALUMINUM 4 [hp_X]/mL, ANTIMONY 4 [hp_X]/mL, BARIUM 4 [hp_X]/mL, BERYLLIUM 4 [hp_X]/mL, BISMUTH 4 [hp_X]/mL, BORON 4 [hp_X]/mL, BROMINE 4 [hp_X]/mL, CALCIUM 4 [hp_X]/mL, CERIUM 4 [hp_X]/mL, CESIUM 4 [hp_X]/mL, CHLORIDE ION 4 [hp_X]/mL, CHROMIUM 4 [hp_X]/mL, COBALT 4 [hp_X]/mL, COPPER 4 [hp_X]/mL, DYSPROSIUM 4 [hp_X]/mL, ERBIUM 4 [hp_X]/mL, EUROPIUM 4 [hp_X]/mL, FLUORIDE ION 4 [hp_X]/mL, GADOLINIUM 4 [hp_X]/mL, GALLIUM 4 [hp_X]/mL, GERMANIUM 4 [hp_X]/mL, GOLD 4 [hp_X]/mL, HAFNIUM 4 [hp_X]/mL, HOLMIUM 4 [hp_X]/mL, INDIUM 4 [hp_X]/mL, IODINE 4 [hp_X]/mL, IRIDIUM 4 [hp_X]/mL, IRON 4 [hp_X]/mL, LANTHANUM 4 [hp_X]/mL, LITHIUM 4 [hp_X]/mL, LUTETIUM 4 [hp_X]/mL, MAGNESIUM 4 [hp_X]/mL, MANGANESE 4 [hp_X]/mL, MOLYBDENUM 4 [hp_X]/mL, NEODYMIUM 4 [hp_X]/mL, NICKEL 4 [hp_X]/mL, NIOBIUM 4 [hp_X]/mL, OSMIUM 4 [hp_X]/mL, PALLADIUM 4 [hp_X]/mL, PHOSPHORUS 4 [hp_X]/mL, PLATINUM 4 [hp_X]/mL, POTASSIUM 4 [hp_X]/mL, PRASEODYMIUM 4 [hp_X]/mL, RHENIUM 4 [hp_X]/mL, RHODIUM 4 [hp_X]/mL, RUBIDIUM 4 [hp_X]/mL, RUTHENIUM 4 [hp_X]/mL, SAMARIUM 4 [hp_X]/mL, SCANDIUM 4 [hp_X]/mL, SELENIUM 4 [hp_X]/mL, SILICON 4 [hp_X]/mL, SILVER 4 [hp_X]/mL, SODIUM 4 [hp_X]/mL, STRONTIUM 4 [hp_X]/mL, SULFUR 4 [hp_X]/mL, TANTALUM 4 [hp_X]/mL, TELLURIUM 4 [hp_X]/mL, TERBIUM 4 [hp_X]/mL, THALLIUM 4 [hp_X]/mL, THORIUM 4 [hp_X]/mL, THULIUM 4 [hp_X]/mL, TIN 4 [hp_X]/mL, TITANIUM 4 [hp_X]/mL, TUNGSTEN 4 [hp_X]/mL, VANADIUM 4 [hp_X]/mL, YTTERBIUM 4 [hp_X]/mL, YTTRIUM 4 [hp_X]/mL, ZINC 4 [hp_X]/mL, ZIRCONIUM 4 [hp_X]/mL",ORAL,"Energique, Inc."
44911026601,Pituistat,"ACTIVATED CHARCOAL 12 [hp_X]/mL, ALUMINUM 12 [hp_X]/mL, AMERICAN GINSENG 3 [hp_X]/mL, ANTIMONY 12 [hp_X]/mL, ARSENIC TRIIODIDE 12 [hp_X]/mL, AVENA SATIVA FLOWERING TOP 12 [hp_X]/mL, BARIUM 12 [hp_X]/mL, BARIUM CARBONATE 12 [hp_X]/mL, BERYLLIUM 12 [hp_X]/mL, BISMUTH 12 [hp_X]/mL, BORON 12 [hp_X]/mL, BROMINE 12 [hp_X]/mL, CALCIUM 12 [hp_X]/mL, CERIUM 12 [hp_X]/mL, CESIUM 12 [hp_X]/mL, CHLORIDE ION 12 [hp_X]/mL, CHROMIUM 12 [hp_X]/mL, COBALT 12 [hp_X]/mL, COPPER 12 [hp_X]/mL, DYSPROSIUM 12 [hp_X]/mL, ERBIUM 12 [hp_X]/mL, EUROPIUM 12 [hp_X]/mL, FLUORIDE ION 12 [hp_X]/mL, GADOLINIUM 12 [hp_X]/mL, GALLIUM 12 [hp_X]/mL, GERMANIUM 12 [hp_X]/mL, GINKGO 3 [hp_X]/mL, GOLD 12 [hp_X]/mL, HAFNIUM 12 [hp_X]/mL, HOLMIUM 12 [hp_X]/mL, INDIUM 12 [hp_X]/mL, IODINE 12 [hp_X]/mL, IRIDIUM 12 [hp_X]/mL, IRON 12 [hp_X]/mL, LANTHANUM 12 [hp_X]/mL, LITHIUM 12 [hp_X]/mL, LUTETIUM 12 [hp_X]/mL, MAGNESIUM 12 [hp_X]/mL, MANGANESE 12 [hp_X]/mL, MOLYBDENUM 12 [hp_X]/mL, NEODYMIUM 12 [hp_X]/mL, NICKEL 12 [hp_X]/mL, NIOBIUM 12 [hp_X]/mL, OSMIUM 12 [hp_X]/mL, PALLADIUM 12 [hp_X]/mL, PHOSPHORUS 12 [hp_X]/mL, PLATINUM 12 [hp_X]/mL, POTASSIUM 12 [hp_X]/mL, PRASEODYMIUM 12 [hp_X]/mL, RHENIUM 12 [hp_X]/mL, RHODIUM 12 [hp_X]/mL, RUBIDIUM 12 [hp_X]/mL, RUTHENIUM 12 [hp_X]/mL, SAMARIUM 12 [hp_X]/mL, SCANDIUM 12 [hp_X]/mL, SELENIUM 12 [hp_X]/mL, SILICON 12 [hp_X]/mL, SILICON DIOXIDE 12 [hp_X]/mL, SILVER 12 [hp_X]/mL, SODIUM 12 [hp_X]/mL, STRONTIUM 12 [hp_X]/mL, SULFUR 12 [hp_X]/mL, TANTALUM 12 [hp_X]/mL, TELLURIUM 12 [hp_X]/mL, TERBIUM 12 [hp_X]/mL, THALLIUM 12 [hp_X]/mL, THORIUM 12 [hp_X]/mL, THULIUM 12 [hp_X]/mL, THYROID 12 [hp_X]/mL, TIN 12 [hp_X]/mL, TITANIUM 12 [hp_X]/mL, TUNGSTEN 12 [hp_X]/mL, VANADIUM 12 [hp_X]/mL, YTTERBIUM 12 [hp_X]/mL, YTTRIUM 12 [hp_X]/mL, ZINC 12 [hp_X]/mL, ZIRCONIUM 12 [hp_X]/mL",ORAL,"Energique, Inc."
45865026130,Tramadol Hydrochloride,TRAMADOL HYDROCHLORIDE 50 mg/1,ORAL,Medsource Pharmaceuticals
45865026160,Tramadol Hydrochloride,TRAMADOL HYDROCHLORIDE 50 mg/1,ORAL,Medsource Pharmaceuticals
47335086108,TRAMADOL HYDROCHLORIDE,TRAMADOL HYDROCHLORIDE 300 mg/1,ORAL,"Sun Pharmaceutical Industries, Inc."
47335086118,TRAMADOL HYDROCHLORIDE,TRAMADOL HYDROCHLORIDE 300 mg/1,ORAL,"Sun Pharmaceutical Industries, Inc."
47335086183,TRAMADOL HYDROCHLORIDE,TRAMADOL HYDROCHLORIDE 300 mg/1,ORAL,"Sun Pharmaceutical Industries, Inc."
47335086188,TRAMADOL HYDROCHLORIDE,TRAMADOL HYDROCHLORIDE 300 mg/1,ORAL,"Sun Pharmaceutical Industries, Inc."
47781039760,Hydrocodone Bitartrate,HYDROCODONE BITARTRATE 100 mg/1,ORAL,Alvogen Inc.
49999006030,ACETAMINOPHEN AND CODEINE PHOSPHATE,"ACETAMINOPHEN 300 mg/1, CODEINE PHOSPHATE 30 mg/1",ORAL,"Quality Care Products, LLC"
49999006060,ACETAMINOPHEN AND CODEINE PHOSPHATE,"ACETAMINOPHEN 300 mg/1, CODEINE PHOSPHATE 30 mg/1",ORAL,"Quality Care Products, LLC"
50090142800,Guaifenesin and Codeine Phosphate,"CODEINE PHOSPHATE 10 mg/5mL, GUAIFENESIN 100 mg/5mL",ORAL,A-S Medication Solutions
50090637300,Ipratropium Bromide,IPRATROPIUM BROMIDE .5 mg/2.5mL,RESPIRATORY (INHALATION),A-S Medication Solutions
52817072005,apomorphine hydrocloride,APOMORPHINE HYDROCHLORIDE 30 mg/3mL,SUBCUTANEOUS,"TruPharma, LLC"
53746061701,Tramadol Hydrochloride and Acetaminophen,"ACETAMINOPHEN 325 mg/1, TRAMADOL HYDROCHLORIDE 37.5 mg/1",ORAL,Amneal Pharmaceuticals of New York LLC
53746061705,Tramadol Hydrochloride and Acetaminophen,"ACETAMINOPHEN 325 mg/1, TRAMADOL HYDROCHLORIDE 37.5 mg/1",ORAL,Amneal Pharmaceuticals of New York LLC
