drug1,drug2,drug3,n_total,n_ae,n_no_ae,ae_prop,p_value,p_adj,significant,drug1_name,drug2_name,drug3_name
A10A,J01E,N02A,1166,37,1129,0.0317324185248713,0.0027568581536437,0.017576214799043,True,INSULINS AND ANALOGUES,SULFONAMIDES AND TRIMETHOPRIM,OPIOIDS
C02A,H03A,N02A,893,37,856,0.0414333706606942,2.58656306513055e-06,4.729460265422486e-05,True,"ANTIADRENERGIC AGENTS, CENTRALLY ACTING",THYROID PREPARATIONS,OPIOIDS
A03A,N02A,N05A,909,37,872,0.0407040704070407,4.534271761446104e-06,7.749216707142406e-05,True,DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,OPIOIDS,ANTIPSYCHOTICS
J01A,N02A,N05A,727,37,690,0.0508940852819807,1.2553396995788096e-09,5.0005937807282215e-08,True,TETRACYCLINES,OPIOIDS,ANTIPSYCHOTICS
A02B,C01C,N02A,715,36,679,0.0503496503496503,3.330335765443712e-09,1.216835785194537e-07,True,DRUGS FOR PEPTIC ULCER AND GASTRO-OESOPHAGEAL REFLUX DISEASE (GORD),CARDIAC STIMULANTS EXCL. CARDIAC GLYCOSIDES,OPIOIDS
A02A,A02B,N02A,1145,36,1109,0.0314410480349345,0.0038184313210553,0.0227367790266379,True,ANTACIDS,DRUGS FOR PEPTIC ULCER AND GASTRO-OESOPHAGEAL REFLUX DISEASE (GORD),OPIOIDS
L02B,N02A,N02B,1011,36,975,0.0356083086053412,0.0002432520524759,0.0023887847525813,True,HORMONE ANTAGONISTS AND RELATED AGENTS,OPIOIDS,OTHER ANALGESICS AND ANTIPYRETICS
C02A,C02D,N02A,1017,36,981,0.0353982300884955,0.0002811771930026,0.0026913762755703,True,"ANTIADRENERGIC AGENTS, CENTRALLY ACTING","ARTERIOLAR SMOOTH MUSCLE, AGENTS ACTING ON",OPIOIDS
A04A,N02A,V03A,446,36,410,0.0807174887892376,1.811212080062796e-20,3.252814101753456e-18,True,ANTIEMETICS AND ANTINAUSEANTS,OPIOIDS,ALL OTHER THERAPEUTIC PRODUCTS
A11C,N01B,N02A,1017,35,982,0.0344149459193707,0.0006646366166338,0.0055266467441954,True,"VITAMIN A AND D, INCL. COMBINATIONS OF THE TWO","ANESTHETICS, LOCAL",OPIOIDS
A01A,N02A,N05B,984,35,949,0.0355691056910569,0.0003087773654278,0.0029139252579918,True,STOMATOLOGICAL PREPARATIONS,OPIOIDS,ANXIOLYTICS
A10A,N02A,N07B,840,35,805,0.0416666666666666,4.2014304297335215e-06,7.256455881573985e-05,True,INSULINS AND ANALOGUES,OPIOIDS,DRUGS USED IN ADDICTIVE DISORDERS
C03C,N02A,N07B,1080,35,1045,0.0324074074074074,0.0024110654126312,0.015775022607126,True,HIGH-CEILING DIURETICS,OPIOIDS,DRUGS USED IN ADDICTIVE DISORDERS
C03C,J01A,N02A,1075,35,1040,0.0325581395348837,0.0021934250724347,0.0146127205705871,True,HIGH-CEILING DIURETICS,TETRACYCLINES,OPIOIDS
A04A,A07A,N02A,467,35,432,0.0749464668094218,8.761716441278609e-18,1.061018827563293e-15,True,ANTIEMETICS AND ANTINAUSEANTS,INTESTINAL ANTIINFECTIVES,OPIOIDS
C01C,N02A,N06A,677,35,642,0.051698670605613,1.9366947754551852e-09,7.368480373688743e-08,True,CARDIAC STIMULANTS EXCL. CARDIAC GLYCOSIDES,OPIOIDS,ANTIDEPRESSANTS
N02A,N04B,N05A,995,35,960,0.0351758793969849,0.0004017265476947,0.0036304430698278,True,OPIOIDS,DOPAMINERGIC AGENTS,ANTIPSYCHOTICS
J01C,N02A,N05A,1097,34,1063,0.0309936189608021,0.0065495743456753,0.0349530545287212,True,"BETA-LACTAM ANTIBACTERIALS, PENICILLINS",OPIOIDS,ANTIPSYCHOTICS
A11C,J01E,N02A,776,34,742,0.0438144329896907,1.2484898236129497e-06,2.5078669518488745e-05,True,"VITAMIN A AND D, INCL. COMBINATIONS OF THE TWO",SULFONAMIDES AND TRIMETHOPRIM,OPIOIDS
B01A,C02A,N02A,1104,34,1070,0.0307971014492753,0.007345703256526,0.0383498228937191,True,ANTITHROMBOTIC AGENTS,"ANTIADRENERGIC AGENTS, CENTRALLY ACTING",OPIOIDS
A07D,N02A,N02B,1070,34,1036,0.0317757009345794,0.0041214026576008,0.0241874176460475,True,ANTIPROPULSIVES,OPIOIDS,OTHER ANALGESICS AND ANTIPYRETICS
A04A,J02A,N02A,647,34,613,0.0525502318392581,1.747154719268438e-09,6.728965123877232e-08,True,ANTIEMETICS AND ANTINAUSEANTS,ANTIMYCOTICS FOR SYSTEMIC USE,OPIOIDS
C02D,M03B,N02A,1105,34,1071,0.0307692307692307,0.0074657711156743,0.0388733713718355,True,"ARTERIOLAR SMOOTH MUSCLE, AGENTS ACTING ON","MUSCLE RELAXANTS, CENTRALLY ACTING AGENTS",OPIOIDS
J01E,N02A,N05A,931,34,897,0.0365198711063372,0.0002040391777684,0.0020492882726394,True,SULFONAMIDES AND TRIMETHOPRIM,OPIOIDS,ANTIPSYCHOTICS
A04A,N02A,N04B,659,34,625,0.0515933232169954,3.6533553263394524e-09,1.3234513859108665e-07,True,ANTIEMETICS AND ANTINAUSEANTS,OPIOIDS,DOPAMINERGIC AGENTS
D04A,N02A,N05B,1100,34,1066,0.0309090909090909,0.0068814350340494,0.0364032379534635,True,"ANTIPRURITICS, INCL. ANTIHISTAMINES, ANESTHETICS, ETC.",OPIOIDS,ANXIOLYTICS
C08C,N02A,N04B,954,34,920,0.0356394129979035,0.0003644805011003,0.0033437535841206,True,SELECTIVE CALCIUM CHANNEL BLOCKERS WITH MAINLY VASCULAR EFFECTS,OPIOIDS,DOPAMINERGIC AGENTS
C02A,C09C,N02A,1059,34,1025,0.0321057601510859,0.0033791523414835,0.02075681055673,True,"ANTIADRENERGIC AGENTS, CENTRALLY ACTING","ANGIOTENSIN II RECEPTOR BLOCKERS (ARBs), PLAIN",OPIOIDS
C02C,N02A,N03A,909,34,875,0.0374037403740374,0.0001129670968033,0.0012702793418106,True,"ANTIADRENERGIC AGENTS, PERIPHERALLY ACTING",OPIOIDS,ANTIEPILEPTICS
B03A,C09A,N02A,1104,34,1070,0.0307971014492753,0.007345703256526,0.0383498228937191,True,IRON PREPARATIONS,"ACE INHIBITORS, PLAIN",OPIOIDS
M01A,N02A,P01A,1071,33,1038,0.0308123249299719,0.0082751804404483,0.0421151834519646,True,"ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS, NON-STEROIDS",OPIOIDS,AGENTS AGAINST AMOEBIASIS AND OTHER PROTOZOAL DISEASES
A11C,M04A,N02A,1046,33,1013,0.031548757170172,0.0054298600273163,0.0300002760767936,True,"VITAMIN A AND D, INCL. COMBINATIONS OF THE TWO",ANTIGOUT PREPARATIONS,OPIOIDS
A06A,J05A,N02A,936,33,903,0.0352564102564102,0.0005749224580613,0.0049187552407087,True,DRUGS FOR CONSTIPATION,DIRECT ACTING ANTIVIRALS,OPIOIDS
N02A,N02B,P01A,876,33,843,0.0376712328767123,0.000121407064146,0.0013470463368501,True,OPIOIDS,OTHER ANALGESICS AND ANTIPYRETICS,AGENTS AGAINST AMOEBIASIS AND OTHER PROTOZOAL DISEASES
A02A,N02A,N06A,887,33,854,0.0372040586245772,0.0001648258536167,0.0017240816830436,True,ANTACIDS,OPIOIDS,ANTIDEPRESSANTS
J02A,N02A,R06A,1000,33,967,0.033,0.0023075619488676,0.0152368238546106,True,ANTIMYCOTICS FOR SYSTEMIC USE,OPIOIDS,ANTIHISTAMINES FOR SYSTEMIC USE
H02A,N02A,N04B,999,33,966,0.033033033033033,0.002262216953874,0.0149768515109337,True,"CORTICOSTEROIDS FOR SYSTEMIC USE, PLAIN",OPIOIDS,DOPAMINERGIC AGENTS
A04A,C03D,N02A,622,33,589,0.0530546623794212,2.1228881174923228e-09,8.06240949568052e-08,True,ANTIEMETICS AND ANTINAUSEANTS,ALDOSTERONE ANTAGONISTS AND OTHER POTASSIUM-SPARING AGENTS,OPIOIDS
C02A,C03A,N02A,1042,33,1009,0.0316698656429942,0.0050619886259694,0.0283417867798002,True,"ANTIADRENERGIC AGENTS, CENTRALLY ACTING","LOW-CEILING DIURETICS, THIAZIDES",OPIOIDS
J02A,J05A,N02A,638,33,605,0.0517241379310344,5.7524605734246874e-09,2.021660770680199e-07,True,ANTIMYCOTICS FOR SYSTEMIC USE,DIRECT ACTING ANTIVIRALS,OPIOIDS
C08D,N02A,N03A,1076,33,1043,0.0306691449814126,0.0089719667202527,0.0449170608872183,True,SELECTIVE CALCIUM CHANNEL BLOCKERS WITH DIRECT CARDIAC EFFECTS,OPIOIDS,ANTIEPILEPTICS
B05X,N01B,N02A,866,32,834,0.0369515011547344,0.0002467085014271,0.0024115528423633,True,I.V. SOLUTION ADDITIVES,"ANESTHETICS, LOCAL",OPIOIDS
C01E,C10A,N02A,863,32,831,0.0370799536500579,0.0002275102228277,0.0022561519149118,True,OTHER CARDIAC PREPARATIONS,"LIPID MODIFYING AGENTS, PLAIN",OPIOIDS
N02A,R03A,V03A,768,32,736,0.0416666666666666,1.1434486426430511e-05,0.0001734571484244,True,OPIOIDS,"ADRENERGICS, INHALANTS",ALL OTHER THERAPEUTIC PRODUCTS
C03D,N02A,N03A,959,32,927,0.0333680917622523,0.0021952734116857,0.014620438133389,True,ALDOSTERONE ANTAGONISTS AND OTHER POTASSIUM-SPARING AGENTS,OPIOIDS,ANTIEPILEPTICS
A11C,N02A,N07B,936,32,904,0.0341880341880341,0.0013495417479252,0.0098010585065219,True,"VITAMIN A AND D, INCL. COMBINATIONS OF THE TWO",OPIOIDS,DRUGS USED IN ADDICTIVE DISORDERS
J02A,N02A,N03A,867,32,835,0.0369088811995386,0.000253420461416,0.002461267836081,True,ANTIMYCOTICS FOR SYSTEMIC USE,OPIOIDS,ANTIEPILEPTICS
G03C,N02A,N05A,978,32,946,0.032719836400818,0.0032045548643997,0.0199152277672608,True,ESTROGENS,OPIOIDS,ANTIPSYCHOTICS
A07D,N02A,N05B,978,32,946,0.032719836400818,0.0032045548643997,0.0199152277672608,True,ANTIPROPULSIVES,OPIOIDS,ANXIOLYTICS
A04A,L04A,N02A,718,31,687,0.043175487465181,5.949909502311397e-06,9.858520889209e-05,True,ANTIEMETICS AND ANTINAUSEANTS,IMMUNOSUPPRESSANTS,OPIOIDS
C03C,D06A,N02A,809,31,778,0.03831891223733,0.000134795433104,0.0014717077889441,True,HIGH-CEILING DIURETICS,ANTIBIOTICS FOR TOPICAL USE,OPIOIDS
A06A,D01A,N02A,955,31,924,0.0324607329842931,0.0043522019359198,0.0252206353366183,True,DRUGS FOR CONSTIPATION,ANTIFUNGALS FOR TOPICAL USE,OPIOIDS
A02A,N02A,N02B,947,31,916,0.0327349524815205,0.0037328600813115,0.0223718243334712,True,ANTACIDS,OPIOIDS,OTHER ANALGESICS AND ANTIPYRETICS
A04A,L01B,N02A,545,31,514,0.0568807339449541,4.4964389085268365e-10,1.9810505893867092e-08,True,ANTIEMETICS AND ANTINAUSEANTS,ANTIMETABOLITES,OPIOIDS
A04A,N02A,N06B,935,31,904,0.0331550802139037,0.0029446759262309,0.0186001705599662,True,ANTIEMETICS AND ANTINAUSEANTS,OPIOIDS,"PSYCHOSTIMULANTS, AGENTS USED FOR ADHD AND NOOTROPICS"
A10A,J05A,N02A,843,31,812,0.0367734282325029,0.0003493840497016,0.0032318405854546,True,INSULINS AND ANALOGUES,DIRECT ACTING ANTIVIRALS,OPIOIDS
C02C,N02A,R03A,936,31,905,0.0331196581196581,0.0030044273415916,0.0189268205181363,True,"ANTIADRENERGIC AGENTS, PERIPHERALLY ACTING",OPIOIDS,"ADRENERGICS, INHALANTS"
M04A,N02A,N05A,609,31,578,0.0509031198686371,3.1010918636974936e-08,9.16573762558958e-07,True,ANTIGOUT PREPARATIONS,OPIOIDS,ANTIPSYCHOTICS
J01E,J01M,N02A,862,31,831,0.0359628770301624,0.0005704171417043,0.0048881035450864,True,SULFONAMIDES AND TRIMETHOPRIM,QUINOLONE ANTIBACTERIALS,OPIOIDS
A03A,H02A,N02A,801,31,770,0.0387016229712858,0.0001061181212479,0.0012045675125977,True,DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,"CORTICOSTEROIDS FOR SYSTEMIC USE, PLAIN",OPIOIDS
C09B,N02A,N05A,888,31,857,0.0349099099099099,0.0010671338208159,0.0080940228814359,True,"ACE INHIBITORS, COMBINATIONS",OPIOIDS,ANTIPSYCHOTICS
B05X,J01F,N02A,906,31,875,0.0342163355408388,0.0016010559809237,0.0112238102374251,True,I.V. SOLUTION ADDITIVES,"MACROLIDES, LINCOSAMIDES AND STREPTOGRAMINS",OPIOIDS
A03F,N02A,N03A,679,30,649,0.0441826215022091,4.501118924008383e-06,7.704984833407564e-05,True,PROPULSIVES,OPIOIDS,ANTIEPILEPTICS
C01D,H02A,N02A,955,30,925,0.031413612565445,0.0089001085856187,0.0446416807447179,True,VASODILATORS USED IN CARDIAC DISEASES,"CORTICOSTEROIDS FOR SYSTEMIC USE, PLAIN",OPIOIDS
N02A,N05A,R05D,628,30,598,0.0477707006369426,4.3134773064978505e-07,9.850346021476556e-06,True,OPIOIDS,ANTIPSYCHOTICS,"COUGH SUPPRESSANTS, EXCL. COMBINATIONS WITH EXPECTORANTS"
N02A,N04A,N06A,776,30,746,0.0386597938144329,0.0001432011408972,0.0015412486429127,True,OPIOIDS,ANTICHOLINERGIC AGENTS,ANTIDEPRESSANTS
A06A,C02A,N02A,605,30,575,0.0495867768595041,1.2863350609316586e-07,3.320342583588758e-06,True,DRUGS FOR CONSTIPATION,"ANTIADRENERGIC AGENTS, CENTRALLY ACTING",OPIOIDS
A11C,C02A,N02A,734,30,704,0.0408719346049046,3.673511887314193e-05,0.0004871656064828,True,"VITAMIN A AND D, INCL. COMBINATIONS OF THE TWO","ANTIADRENERGIC AGENTS, CENTRALLY ACTING",OPIOIDS
J01C,J02A,N02A,746,30,716,0.0402144772117962,5.525474774235907e-05,0.0006863766788722,True,"BETA-LACTAM ANTIBACTERIALS, PENICILLINS",ANTIMYCOTICS FOR SYSTEMIC USE,OPIOIDS
C01E,C07A,N02A,834,29,805,0.0347721822541966,0.0017219009151587,0.0119055543863113,True,OTHER CARDIAC PREPARATIONS,BETA BLOCKING AGENTS,OPIOIDS
J01D,N01B,N02A,719,29,690,0.0403337969401947,6.982561326004248e-05,0.0008383820941681,True,OTHER BETA-LACTAM ANTIBACTERIALS,"ANESTHETICS, LOCAL",OPIOIDS
D06A,H02A,N02A,632,29,603,0.045886075949367,2.2815216856537653e-06,4.2486825625988224e-05,True,ANTIBIOTICS FOR TOPICAL USE,"CORTICOSTEROIDS FOR SYSTEMIC USE, PLAIN",OPIOIDS
A02A,C10A,N02A,767,29,738,0.0378096479791395,0.0003091241326873,0.0029139252579918,True,ANTACIDS,"LIPID MODIFYING AGENTS, PLAIN",OPIOIDS
A04A,N02A,R05D,561,29,532,0.0516934046345811,5.4194536687937575e-08,1.531320828654364e-06,True,ANTIEMETICS AND ANTINAUSEANTS,OPIOIDS,"COUGH SUPPRESSANTS, EXCL. COMBINATIONS WITH EXPECTORANTS"
C09A,J02A,N02A,764,29,735,0.037958115183246,0.0002836204311104,0.0027110889382469,True,"ACE INHIBITORS, PLAIN",ANTIMYCOTICS FOR SYSTEMIC USE,OPIOIDS
A07A,N02A,N05B,667,29,638,0.0434782608695652,1.0282299817229646e-05,0.0001582443701719,True,INTESTINAL ANTIINFECTIVES,OPIOIDS,ANXIOLYTICS
C09A,N02A,V03A,632,29,603,0.045886075949367,2.2815216856537653e-06,4.2486825625988224e-05,True,"ACE INHIBITORS, PLAIN",OPIOIDS,ALL OTHER THERAPEUTIC PRODUCTS
N02A,N05B,P01A,646,29,617,0.044891640866873,4.264513556683332e-06,7.347444820588063e-05,True,OPIOIDS,ANXIOLYTICS,AGENTS AGAINST AMOEBIASIS AND OTHER PROTOZOAL DISEASES
B03A,B05X,N02A,788,29,759,0.0368020304568527,0.000551743352228,0.0047627475032246,True,IRON PREPARATIONS,I.V. SOLUTION ADDITIVES,OPIOIDS
A06A,C01D,N02A,715,28,687,0.0391608391608391,0.0001864206984519,0.001903916839322,True,DRUGS FOR CONSTIPATION,VASODILATORS USED IN CARDIAC DISEASES,OPIOIDS
J01E,L04A,N02A,732,28,704,0.0382513661202185,0.0003121103972918,0.0029370530814428,True,SULFONAMIDES AND TRIMETHOPRIM,IMMUNOSUPPRESSANTS,OPIOIDS
A04A,C09B,N02A,585,28,557,0.0478632478632478,1.0378510139075974e-06,2.1436782345740552e-05,True,ANTIEMETICS AND ANTINAUSEANTS,"ACE INHIBITORS, COMBINATIONS",OPIOIDS
A10A,L04A,N02A,834,28,806,0.0335731414868105,0.0039470179937046,0.0233776426278893,True,INSULINS AND ANALOGUES,IMMUNOSUPPRESSANTS,OPIOIDS
A03A,A11C,N02A,753,28,725,0.0371845949535192,0.0005665214128286,0.0048645550164772,True,DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,"VITAMIN A AND D, INCL. COMBINATIONS OF THE TWO",OPIOIDS
A03F,C03C,N02A,610,28,582,0.0459016393442622,3.4614186008144477e-06,6.14873285737299e-05,True,PROPULSIVES,HIGH-CEILING DIURETICS,OPIOIDS
B01A,N02A,V03A,660,28,632,0.0424242424242424,2.7975830485336637e-05,0.0003839791448479,True,ANTITHROMBOTIC AGENTS,OPIOIDS,ALL OTHER THERAPEUTIC PRODUCTS
C01C,N02A,N02B,627,28,599,0.0446570972886762,7.364923846084757e-06,0.0001185998982874,True,CARDIAC STIMULANTS EXCL. CARDIAC GLYCOSIDES,OPIOIDS,OTHER ANALGESICS AND ANTIPYRETICS
A04A,B03A,N02A,682,28,654,0.0410557184750733,6.250002665217003e-05,0.0007620831788335,True,ANTIEMETICS AND ANTINAUSEANTS,IRON PREPARATIONS,OPIOIDS
A09A,N02A,N06A,719,28,691,0.03894297635605,0.0002110356644904,0.0021115523143918,True,"DIGESTIVES, INCL. ENZYMES",OPIOIDS,ANTIDEPRESSANTS
B05X,J05A,N02A,728,27,701,0.037087912087912,0.0007628571584156,0.0061632912228849,True,I.V. SOLUTION ADDITIVES,DIRECT ACTING ANTIVIRALS,OPIOIDS
C02D,H02A,N02A,555,27,528,0.0486486486486486,1.0390698107874195e-06,2.144105884148685e-05,True,"ARTERIOLAR SMOOTH MUSCLE, AGENTS ACTING ON","CORTICOSTEROIDS FOR SYSTEMIC USE, PLAIN",OPIOIDS
C01C,N02A,N05B,478,27,451,0.0564853556485355,8.599412326083237e-09,2.915819936229696e-07,True,CARDIAC STIMULANTS EXCL. CARDIAC GLYCOSIDES,OPIOIDS,ANXIOLYTICS
A07D,N02A,R03A,817,27,790,0.033047735618115,0.0061272199617267,0.0331359953872977,True,ANTIPROPULSIVES,OPIOIDS,"ADRENERGICS, INHALANTS"
B05X,N02A,N07B,651,27,624,0.0414746543778801,6.823121525562877e-05,0.000824846499542,True,I.V. SOLUTION ADDITIVES,OPIOIDS,DRUGS USED IN ADDICTIVE DISORDERS
C02C,N02A,R06A,641,27,614,0.0421216848673947,4.728315553971254e-05,0.0006021782645418,True,"ANTIADRENERGIC AGENTS, PERIPHERALLY ACTING",OPIOIDS,ANTIHISTAMINES FOR SYSTEMIC USE
B05X,J01E,N02A,795,27,768,0.0339622641509433,0.0038779177499778,0.0230456626353145,True,I.V. SOLUTION ADDITIVES,SULFONAMIDES AND TRIMETHOPRIM,OPIOIDS
A03F,C09A,N02A,677,27,650,0.0398818316100443,0.0001664734366067,0.0017349595897932,True,PROPULSIVES,"ACE INHIBITORS, PLAIN",OPIOIDS
G04B,N02A,N04B,818,27,791,0.0330073349633251,0.0062509705660935,0.0336134403036425,True,UROLOGICALS,OPIOIDS,DOPAMINERGIC AGENTS
A03A,B01A,N02A,678,26,652,0.0383480825958702,0.0005062633727526,0.0044388636306882,True,DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,ANTITHROMBOTIC AGENTS,OPIOIDS
A04A,J01X,N02A,641,26,615,0.0405616224648986,0.0001560840594039,0.0016530159414104,True,ANTIEMETICS AND ANTINAUSEANTS,OTHER ANTIBACTERIALS,OPIOIDS
B03A,B03B,N02A,795,26,769,0.0327044025157232,0.0085444833602862,0.0431836605166601,True,IRON PREPARATIONS,VITAMIN B12 AND FOLIC ACID,OPIOIDS
A04A,J01A,N02A,760,26,734,0.0342105263157894,0.0041361790451064,0.0242338695946632,True,ANTIEMETICS AND ANTINAUSEANTS,TETRACYCLINES,OPIOIDS
C01D,N02A,N05A,643,26,617,0.0404354587869362,0.0001670524507065,0.0017379359525645,True,VASODILATORS USED IN CARDIAC DISEASES,OPIOIDS,ANTIPSYCHOTICS
A03F,C08C,N02A,574,26,548,0.0452961672473867,1.1457248697310674e-05,0.0001736781218836,True,PROPULSIVES,SELECTIVE CALCIUM CHANNEL BLOCKERS WITH MAINLY VASCULAR EFFECTS,OPIOIDS
A03F,B01A,N02A,530,26,504,0.0490566037735849,1.338287799040466e-06,2.6605061010568065e-05,True,PROPULSIVES,ANTITHROMBOTIC AGENTS,OPIOIDS
A03F,N02A,R06A,750,25,725,0.0333333333333333,0.0075394018296963,0.0391046440883871,True,PROPULSIVES,OPIOIDS,ANTIHISTAMINES FOR SYSTEMIC USE
J01M,J02A,N02A,677,25,652,0.0369276218611521,0.0013476503401346,0.0097906774110848,True,QUINOLONE ANTIBACTERIALS,ANTIMYCOTICS FOR SYSTEMIC USE,OPIOIDS
C02D,N02A,R06A,638,25,613,0.0391849529780564,0.0004339075483673,0.0038831793771122,True,"ARTERIOLAR SMOOTH MUSCLE, AGENTS ACTING ON",OPIOIDS,ANTIHISTAMINES FOR SYSTEMIC USE
A03F,A06A,N02A,549,25,524,0.0455373406193078,1.5228892824413489e-05,0.0002238076953779,True,PROPULSIVES,DRUGS FOR CONSTIPATION,OPIOIDS
A11C,N02A,V03A,519,25,494,0.048169556840077,3.60172390738853e-06,6.371263192435536e-05,True,"VITAMIN A AND D, INCL. COMBINATIONS OF THE TWO",OPIOIDS,ALL OTHER THERAPEUTIC PRODUCTS
A06A,L04A,N02A,542,25,517,0.0461254612546125,1.1060630878510309e-05,0.0001685096258644,True,DRUGS FOR CONSTIPATION,IMMUNOSUPPRESSANTS,OPIOIDS
J01M,N02A,R05D,760,25,735,0.0328947368421052,0.0092264159127989,0.0459423675505403,True,QUINOLONE ANTIBACTERIALS,OPIOIDS,"COUGH SUPPRESSANTS, EXCL. COMBINATIONS WITH EXPECTORANTS"
N02A,N07B,R03D,563,25,538,0.0444049733570159,2.807397458668034e-05,0.0003850768086996,True,OPIOIDS,DRUGS USED IN ADDICTIVE DISORDERS,OTHER SYSTEMIC DRUGS FOR OBSTRUCTIVE AIRWAY DISEASES
A03F,H02A,N02A,555,25,530,0.045045045045045,1.9881435636085197e-05,0.0002835312139972,True,PROPULSIVES,"CORTICOSTEROIDS FOR SYSTEMIC USE, PLAIN",OPIOIDS
G03D,H02A,N02A,455,25,430,0.0549450549450549,7.931770635855176e-08,2.1385506783084337e-06,True,PROGESTOGENS,"CORTICOSTEROIDS FOR SYSTEMIC USE, PLAIN",OPIOIDS
H03A,N02A,V03A,371,25,346,0.0673854447439353,5.509261986792632e-11,2.847616585953889e-09,True,THYROID PREPARATIONS,OPIOIDS,ALL OTHER THERAPEUTIC PRODUCTS
A02B,C01E,N02A,629,25,604,0.0397456279809221,0.0003257307435851,0.0030422591088837,True,DRUGS FOR PEPTIC ULCER AND GASTRO-OESOPHAGEAL REFLUX DISEASE (GORD),OTHER CARDIAC PREPARATIONS,OPIOIDS
A02A,N02A,R03A,683,25,658,0.0366032210834553,0.001581234926163,0.011121649703036,True,ANTACIDS,OPIOIDS,"ADRENERGICS, INHALANTS"
D04A,N02A,R06A,743,25,718,0.0336473755047106,0.0065167136055357,0.0347952115718101,True,"ANTIPRURITICS, INCL. ANTIHISTAMINES, ANESTHETICS, ETC.",OPIOIDS,ANTIHISTAMINES FOR SYSTEMIC USE
N02A,N03A,V03A,448,25,423,0.0558035714285714,4.8481284702236126e-08,1.3809346578088544e-06,True,OPIOIDS,ANTIEPILEPTICS,ALL OTHER THERAPEUTIC PRODUCTS
A04A,A09A,N02A,314,25,289,0.0796178343949044,3.5250604754735735e-14,3.036710633993332e-12,True,ANTIEMETICS AND ANTINAUSEANTS,"DIGESTIVES, INCL. ENZYMES",OPIOIDS
C01D,C01E,N02A,587,24,563,0.0408858603066439,0.000249460619746,0.0024289821468439,True,VASODILATORS USED IN CARDIAC DISEASES,OTHER CARDIAC PREPARATIONS,OPIOIDS
N02A,N02B,N04A,506,24,482,0.0474308300395256,8.598492613383775e-06,0.0001359315890476,True,OPIOIDS,OTHER ANALGESICS AND ANTIPYRETICS,ANTICHOLINERGIC AGENTS
D04A,N02A,N03A,571,24,547,0.042031523642732,0.0001403156463899,0.0015155806209462,True,"ANTIPRURITICS, INCL. ANTIHISTAMINES, ANESTHETICS, ETC.",OPIOIDS,ANTIEPILEPTICS
J01C,J05A,N02A,645,24,621,0.0372093023255813,0.0015025488703037,0.0106853636136102,True,"BETA-LACTAM ANTIBACTERIALS, PENICILLINS",DIRECT ACTING ANTIVIRALS,OPIOIDS
A04A,C01D,N02A,487,24,463,0.0492813141683778,3.2189760997508047e-06,5.746970640768244e-05,True,ANTIEMETICS AND ANTINAUSEANTS,VASODILATORS USED IN CARDIAC DISEASES,OPIOIDS
A06A,A07A,N02A,557,24,533,0.0430879712746858,8.206261590343538e-05,0.0009631865404004,True,DRUGS FOR CONSTIPATION,INTESTINAL ANTIINFECTIVES,OPIOIDS
A07E,N02A,N05B,591,24,567,0.0406091370558375,0.0002863582873351,0.0027347926206429,True,INTESTINAL ANTIINFLAMMATORY AGENTS,OPIOIDS,ANXIOLYTICS
A02A,C07A,N02A,665,24,641,0.0360902255639097,0.0025495637007859,0.016517992646608,True,ANTACIDS,BETA BLOCKING AGENTS,OPIOIDS
H02A,N02A,V03A,523,24,499,0.0458891013384321,1.9317951124641376e-05,0.0002773618023261,True,"CORTICOSTEROIDS FOR SYSTEMIC USE, PLAIN",OPIOIDS,ALL OTHER THERAPEUTIC PRODUCTS
B01A,M02A,N02A,665,24,641,0.0360902255639097,0.0025495637007859,0.016517992646608,True,ANTITHROMBOTIC AGENTS,TOPICAL PRODUCTS FOR JOINT AND MUSCULAR PAIN,OPIOIDS
A06A,N02A,V03A,386,24,362,0.0621761658031088,2.6739740329989722e-09,9.959025959106189e-08,True,DRUGS FOR CONSTIPATION,OPIOIDS,ALL OTHER THERAPEUTIC PRODUCTS
D06A,N02A,N03A,710,24,686,0.0338028169014084,0.0072854528218113,0.0381123960009443,True,ANTIBIOTICS FOR TOPICAL USE,OPIOIDS,ANTIEPILEPTICS
J02A,N02A,N05A,493,24,469,0.0486815415821501,4.431567240363424e-06,7.60435408565034e-05,True,ANTIMYCOTICS FOR SYSTEMIC USE,OPIOIDS,ANTIPSYCHOTICS
C01C,M03B,N02A,461,24,437,0.0520607375271149,7.213938049721803e-07,1.5520586309614666e-05,True,CARDIAC STIMULANTS EXCL. CARDIAC GLYCOSIDES,"MUSCLE RELAXANTS, CENTRALLY ACTING AGENTS",OPIOIDS
C08C,J02A,N02A,679,23,656,0.0338733431516936,0.0085009434692924,0.0430573599429361,True,SELECTIVE CALCIUM CHANNEL BLOCKERS WITH MAINLY VASCULAR EFFECTS,ANTIMYCOTICS FOR SYSTEMIC USE,OPIOIDS
A07A,M03B,N02A,652,23,629,0.0352760736196319,0.0046021685973423,0.0262528013229821,True,INTESTINAL ANTIINFECTIVES,"MUSCLE RELAXANTS, CENTRALLY ACTING AGENTS",OPIOIDS
